courseCode,teacherID,hours
I-12004,19900228-0341,148.0
I-12005,19581225-0125,240.0
I-12005,19751128-0211,113.0
I-12005,19901221-0339,117.0
I-12005,19901226-0294,149.0
I-12005,19911030-0363,146.0
I-12006,19561109-0064,263.0
I-12006,19760710-0210,150.0
I-12006,19930505-0314,104.0
I-12006,19920127-0376,90.0
I-12007,19581225-0125,227.0
I-12007,19760404-0180,140.0
I-12007,19930904-0283,83.0
I-12007,19910303-0245,122.0
I-12008,19580320-0116,248.0
I-12008,19780326-0162,146.0
I-12008,19921231-0282,85.0
I-12009,19580922-0131,230.0
I-12009,19790526-0219,124.0
I-12009,19920715-0337,126.0
I-12009,19920218-0266,157.0
I-12009,19920101-0355,90.0
I-12010,19630426-0135,222.0
I-12010,19750322-0237,137.0
I-12010,19930406-0371,133.0
I-12011,19670223-0014,277.0
I-12011,19760106-0153,128.0
I-12011,19910111-0323,112.0
I-12011,19911008-0241,140.0
I-12012,19670913-0054,241.0
I-12012,19750319-0156,120.0
I-12012,19910303-0245,121.0
I-12012,19921225-0352,111.0
I-12013,19561109-0064,295.0
I-12013,19760902-0214,100.0
I-12013,19920403-0319,112.0
I-12013,19921230-0327,139.0
I-12014,19580724-0085,299.0
I-12014,19790813-0198,130.0
I-12014,19900719-0272,101.0
I-12014,19911106-0344,100.0
I-12015,19550523-0044,284.0
I-12015,19750730-0223,124.0
I-12015,19931213-0380,140.0
I-12015,19930406-0371,151.0
I-12016,19651129-0082,272.0
I-12016,19790227-0218,109.0
I-12016,19910926-0315,101.0
I-12016,19930618-0289,105.0
I-12016,19920803-0357,119.0
I-12017,19570327-0091,263.0
I-12017,19750813-0225,138.0
I-12017,19911008-0241,138.0
I-12017,19920101-0355,104.0
I-12018,19681228-0077,261.0
I-12018,19760710-0210,114.0
I-12018,19911016-0297,133.0
I-12018,19910227-0301,118.0
I-12018,19930505-0314,127.0
I-12019,19630523-0038,239.0
I-12019,19770310-0188,125.0
I-12019,19910113-0338,143.0
I-12019,19910213-0264,127.0
I-12019,19900508-0265,113.0
I-12020,19550609-0065,244.0
I-12020,19760910-0228,158.0
I-12020,19931209-0335,126.0
I-12020,19920430-0253,127.0
I-12020,19920421-0387,81.0
I-12021,19601225-0079,243.0
I-12021,19770310-0188,149.0
I-12021,19920428-0326,135.0
I-12022,19570412-0099,266.0
I-12022,19770922-0197,121.0
I-12022,19910413-0350,100.0
I-12022,19920218-0266,115.0
I-12023,19620207-0033,220.0
I-12023,19770519-0215,97.0
I-12023,19920218-0266,106.0
I-12023,19930808-0285,131.0
I-12023,19930131-0334,144.0
I-12024,19640131-0002,245.0
I-12024,19790129-0233,138.0
I-12024,19930421-0304,84.0
I-12024,19910608-0275,104.0
I-12025,19640131-0002,268.0
I-12025,19780829-0224,111.0
I-12025,19910528-0269,160.0
I-12026,19610502-0010,254.0
I-12026,19770421-0176,82.0
I-12026,19900508-0265,92.0
I-12027,19670315-0036,297.0
I-12027,19760902-0214,103.0
I-12027,19900521-0332,104.0
I-12027,19900515-0374,82.0
I-12027,19930131-0334,122.0
I-12028,19581017-0092,299.0
I-12028,19750730-0223,137.0
I-12028,19920902-0296,150.0
I-12029,19650814-0115,277.0
I-12029,19780814-0200,98.0
I-12029,19920218-0266,91.0
I-12029,19931213-0380,101.0
I-12030,19640301-0074,265.0
I-12030,19760323-0201,141.0
I-12030,19930808-0285,155.0
I-12030,19900508-0265,89.0
I-12030,19930406-0371,83.0
I-12031,19691216-0147,226.0
I-12031,19781013-0186,102.0
I-12031,19920309-0349,155.0
I-12031,19930409-0321,139.0
I-12032,19690729-0051,259.0
I-12032,19750813-0225,128.0
I-12032,19920428-0326,124.0
I-12033,19570327-0091,259.0
I-12033,19770222-0184,123.0
I-12033,19910207-0290,111.0
I-12034,19590905-0037,258.0
I-12034,19791228-0227,101.0
I-12034,19901109-0288,102.0
I-12035,19580826-0006,283.0
I-12035,19750813-0225,89.0
I-12035,19900515-0374,114.0
I-12036,19660326-0138,223.0
I-12036,19770219-0187,138.0
I-12036,19920921-0311,118.0
I-12037,19620221-0139,279.0
I-12037,19771104-0213,115.0
I-12037,19910113-0338,125.0
I-12037,19901026-0369,153.0
I-12038,19580922-0131,267.0
I-12038,19760106-0153,99.0
I-12038,19931011-0322,94.0
I-12038,19910213-0264,89.0
I-12038,19900614-0263,144.0
I-12039,19680210-0129,274.0
I-12039,19760106-0153,133.0
I-12039,19931212-0293,93.0
I-12039,19930205-0247,135.0
I-12040,19580131-0007,263.0
I-12040,19790227-0208,149.0
I-12040,19930628-0364,138.0
I-12040,19910213-0264,136.0
I-12040,19920924-0318,101.0
I-12041,19600803-0124,280.0
I-12041,19790813-0198,148.0
I-12041,19900521-0298,133.0
I-12041,19900801-0261,150.0
I-12042,19550512-0123,249.0
I-12042,19750811-0207,113.0
I-12042,19920921-0311,89.0
I-12043,19680730-0089,269.0
I-12043,19770212-0168,140.0
I-12043,19921225-0352,129.0
I-12043,19900704-0379,141.0
I-12043,19910909-0340,108.0
I-12044,19570412-0099,243.0
I-12044,19750730-0223,154.0
I-12044,19920803-0357,142.0
I-12044,19911223-0291,126.0
I-12044,19910904-0383,118.0
I-12045,19610213-0104,250.0
I-12045,19761126-0183,146.0
I-12045,19930517-0365,156.0
I-12045,19900508-0265,130.0
I-12046,19560607-0120,227.0
I-12046,19770922-0197,131.0
I-12046,19911030-0363,119.0
I-12047,19551112-0017,276.0
I-12047,19751107-0152,101.0
I-12047,19910207-0290,142.0
I-12047,19901109-0288,90.0
I-12048,19600422-0103,220.0
I-12048,19750813-0225,128.0
I-12048,19930329-0367,130.0
I-12048,19931216-0360,133.0
I-12049,19580922-0131,253.0
I-12049,19791228-0227,132.0
I-12049,19920101-0355,136.0
I-12050,19630219-0019,227.0
I-12050,19751128-0211,128.0
I-12050,19900815-0388,122.0
I-12050,19930409-0309,104.0
I-12050,19911030-0363,121.0
I-12051,19631230-0070,295.0
I-12051,19760106-0153,80.0
I-12051,19911223-0300,121.0
I-12052,19601225-0079,264.0
I-12052,19790813-0198,121.0
I-12052,19930913-0358,139.0
I-12052,19921222-0299,140.0
I-12053,19551006-0084,258.0
I-12053,19780103-0216,103.0
I-12053,19920418-0262,128.0
I-12053,19930904-0283,112.0
I-12053,19910406-0302,125.0
I-12054,19590728-0025,253.0
I-12054,19750701-0238,99.0
I-12054,19900815-0388,119.0
I-12054,19920508-0370,109.0
I-12054,19900704-0379,142.0
I-12055,19680307-0062,243.0
I-12055,19781121-0159,115.0
I-12055,19920815-0382,99.0
I-12055,19930406-0371,156.0
I-12056,19560321-0031,283.0
I-12056,19781125-0171,156.0
I-12056,19900801-0261,86.0
I-12056,19920418-0262,122.0
I-12057,19560728-0119,272.0
I-12057,19781121-0159,104.0
I-12057,19920218-0266,81.0
I-12057,19910909-0340,113.0
I-12057,19921222-0299,90.0
I-12058,19570727-0040,267.0
I-12058,19750130-0240,117.0
I-12058,19920727-0356,113.0
I-12058,19900815-0388,148.0
I-12059,19670622-0114,249.0
I-12059,19750701-0238,131.0
I-12059,19910219-0330,127.0
I-12059,19930811-0347,147.0
I-12059,19921225-0352,157.0
I-12060,19630316-0005,248.0
I-12060,19790227-0208,123.0
I-12060,19910412-0243,132.0
I-12061,19570408-0107,260.0
I-12061,19770905-0199,135.0
I-12061,19900521-0298,129.0
I-12061,19931222-0324,115.0
I-12062,19600415-0028,240.0
I-12062,19770502-0170,115.0
I-12062,19900223-0251,155.0
I-12062,19931212-0293,126.0
I-12063,19640810-0127,227.0
I-12063,19780725-0206,115.0
I-12063,19910528-0269,160.0
I-12063,19931213-0380,160.0
I-12064,19640810-0127,271.0
I-12064,19780814-0200,87.0
I-12064,19920127-0376,132.0
I-12064,19930205-0247,131.0
I-12064,19900705-0286,102.0
I-12065,19560228-0121,246.0
I-12065,19780603-0204,116.0
I-12065,19901025-0328,101.0
I-12065,19910227-0301,103.0
I-12066,19610427-0149,246.0
I-12066,19750811-0207,109.0
I-12066,19920715-0337,119.0
I-12067,19650628-0022,265.0
I-12067,19760323-0201,123.0
I-12067,19910219-0330,89.0
I-12067,19920430-0253,130.0
I-12067,19921013-0274,155.0
I-12068,19590728-0025,234.0
I-12068,19781013-0186,121.0
I-12068,19901109-0288,82.0
I-12068,19930124-0273,105.0
I-12069,19641017-0004,226.0
I-12069,19751128-0211,155.0
I-12069,19920715-0337,130.0
I-12069,19910123-0385,102.0
I-12069,19920902-0296,111.0
I-12070,19610915-0109,264.0
I-12070,19780210-0154,111.0
I-12070,19930808-0285,124.0
I-12071,19670827-0016,264.0
I-12071,19760101-0164,160.0
I-12071,19900228-0341,120.0
I-12071,19920727-0356,118.0
I-12071,19920921-0268,92.0
I-12072,19650421-0108,248.0
I-12072,19771104-0213,133.0
I-12072,19930528-0342,100.0
I-12073,19550305-0094,273.0
I-12073,19780513-0222,108.0
I-12073,19930406-0371,136.0
I-12073,19910610-0276,135.0
I-12074,19640131-0002,297.0
I-12074,19761215-0239,86.0
I-12074,19930329-0367,122.0
I-12074,19921230-0327,151.0
I-12074,19900924-0280,112.0
I-12075,19600219-0015,295.0
I-12075,19771011-0195,110.0
I-12075,19920921-0311,118.0
I-12076,19570408-0107,273.0
I-12076,19780210-0175,127.0
I-12076,19901114-0331,136.0
I-12076,19910819-0292,150.0
I-12077,19660422-0098,241.0
I-12077,19751107-0152,93.0
I-12077,19901114-0331,149.0
I-12077,19920727-0356,125.0
I-12077,19930124-0273,87.0
I-12078,19570727-0040,252.0
I-12078,19770519-0215,126.0
I-12078,19900815-0388,88.0
I-12078,19900801-0261,109.0
I-12079,19630402-0112,273.0
I-12079,19790318-0172,132.0
I-12079,19900508-0265,110.0
I-12079,19900830-0305,120.0
I-12080,19560807-0056,262.0
I-12080,19750811-0207,119.0
I-12080,19930904-0283,133.0
I-12081,19630523-0038,274.0
I-12081,19751014-0191,117.0
I-12081,19920715-0337,120.0
I-12081,19910607-0284,158.0
I-12081,19921231-0282,92.0
I-12082,19620228-0042,287.0
I-12082,19771213-0157,111.0
I-12082,19930409-0309,148.0
I-12082,19931028-0303,149.0
I-12083,19560123-0039,261.0
I-12083,19781230-0194,106.0
I-12083,19900228-0341,133.0
I-12083,19910819-0292,145.0
I-12084,19601109-0066,233.0
I-12084,19790227-0181,100.0
I-12084,19921020-0378,120.0
I-12084,19930409-0321,125.0
I-12084,19910730-0248,132.0
I-12085,19671119-0137,227.0
I-12085,19761023-0190,146.0
I-12085,19901025-0328,130.0
I-12085,19911030-0363,129.0
I-12085,19920715-0337,111.0
I-12086,19690906-0102,280.0
I-12086,19790129-0233,129.0
I-12086,19910909-0340,132.0
I-12086,19930926-0386,106.0
I-12087,19600208-0140,268.0
I-12087,19790510-0202,149.0
I-12087,19931020-0257,140.0
I-12087,19911222-0246,89.0
I-12087,19910609-0354,115.0
I-12088,19580621-0026,262.0
I-12088,19771213-0157,117.0
I-12088,19931213-0380,112.0
I-12089,19600208-0140,268.0
I-12089,19790526-0219,98.0
I-12089,19920430-0253,80.0
I-12089,19930131-0334,89.0
I-12089,19910519-0362,111.0
I-12090,19690906-0102,244.0
I-12090,19751128-0211,128.0
I-12090,19910607-0284,136.0
I-12091,19650421-0108,268.0
I-12091,19750220-0169,139.0
I-12091,19920309-0349,120.0
I-12091,19910609-0354,81.0
I-12091,19910413-0350,145.0
I-12092,19630523-0038,300.0
I-12092,19750615-0231,131.0
I-12092,19900830-0305,124.0
I-12092,19910113-0338,107.0
I-12092,19930719-0259,83.0
I-12093,19600415-0028,270.0
I-12093,19790106-0160,127.0
I-12093,19911223-0300,121.0
I-12093,19920715-0325,99.0
I-12093,19920909-0316,146.0
I-12094,19680813-0126,263.0
I-12094,19790618-0163,106.0
I-12094,19910430-0390,127.0
I-12094,19900515-0374,101.0
I-12094,19930505-0314,124.0
I-12095,19680210-0129,230.0
I-12095,19780814-0200,130.0
I-12095,19910620-0336,119.0
I-12096,19630316-0005,260.0
I-12096,19770913-0179,104.0
I-12096,19930509-0345,94.0
I-12097,19551209-0013,235.0
I-12097,19750518-0196,121.0
I-12097,19920921-0311,122.0
I-12098,19580318-0148,294.0
I-12098,19781125-0171,119.0
I-12098,19930329-0367,138.0
I-12098,19920921-0311,129.0
I-12099,19680624-0027,232.0
I-12099,19780603-0204,129.0
I-12099,19930618-0289,130.0
I-12099,19920427-0252,81.0
I-12100,19691215-0071,259.0
I-12100,19790227-0208,142.0
I-12100,19921024-0306,113.0
I-12100,19930719-0259,156.0
I-12100,19910519-0362,100.0
I-12101,19560102-0063,244.0
I-12101,19750319-0156,92.0
I-12101,19921130-0317,148.0
I-12101,19910413-0350,114.0
I-12101,19920309-0349,144.0
I-12102,19550305-0094,272.0
I-12102,19791228-0227,139.0
I-12102,19910519-0362,95.0
I-12102,19920430-0253,110.0
I-12103,19640301-0074,233.0
I-12103,19750220-0169,114.0
I-12103,19921225-0352,100.0
I-12104,19631230-0070,272.0
I-12104,19760101-0164,155.0
I-12104,19900705-0286,155.0
I-12104,19911016-0297,107.0
I-12104,19910607-0284,84.0
I-12105,19680313-0150,243.0
I-12105,19760210-0205,133.0
I-12105,19930421-0304,138.0
I-12106,19600415-0028,253.0
I-12106,19780321-0151,117.0
I-12106,19930607-0308,121.0
I-12106,19910608-0275,136.0
I-12107,19560228-0121,243.0
I-12107,19781013-0186,102.0
I-12107,19920512-0320,101.0
I-12107,19931108-0310,112.0
I-12107,19920421-0387,117.0
I-12108,19660308-0145,246.0
I-12108,19791228-0227,111.0
I-12108,19930607-0308,112.0
I-12109,19630705-0111,293.0
I-12109,19781125-0171,108.0
I-12109,19900309-0255,116.0
I-12110,19580131-0007,275.0
I-12110,19790227-0181,128.0
I-12110,19921013-0372,107.0
I-12111,19690729-0051,244.0
I-12111,19780823-0221,89.0
I-12111,19931205-0373,84.0
I-12111,19920902-0296,104.0
I-12111,19910103-0368,96.0
I-12112,19570730-0081,262.0
I-12112,19760424-0220,117.0
I-12112,19920921-0268,123.0
I-12113,19571206-0122,278.0
I-12113,19790618-0163,109.0
I-12113,19901126-0278,125.0
I-12113,19911026-0348,115.0
I-12113,19920902-0296,123.0
I-12114,19680210-0129,255.0
I-12114,19761124-0173,89.0
I-12114,19931028-0303,99.0
I-12114,19911016-0297,140.0
I-12114,19901026-0369,107.0
I-12115,19620228-0042,255.0
I-12115,19770310-0188,139.0
I-12115,19910408-0250,99.0
I-12116,19591012-0095,268.0
I-12116,19790711-0182,136.0
I-12116,19910803-0281,121.0
I-12116,19910103-0368,103.0
I-12117,19601207-0100,242.0
I-12117,19780513-0222,108.0
I-12117,19921020-0378,113.0
I-12117,19901109-0288,141.0
I-12117,19911106-0344,150.0
I-12118,19670223-0014,256.0
I-12118,19761107-0217,157.0
I-12118,19911016-0297,139.0
I-12118,19921222-0299,108.0
I-12118,19930401-0254,84.0
I-12119,19670223-0014,259.0
I-12119,19780814-0200,146.0
I-12119,19911223-0300,124.0
I-12119,19930719-0259,124.0
I-12120,19581118-0029,274.0
I-12120,19790618-0163,129.0
I-12120,19910505-0351,110.0
I-12120,19920218-0266,105.0
I-12120,19930329-0367,85.0
I-12121,19631230-0070,270.0
I-12121,19791228-0227,105.0
I-12121,19931020-0257,109.0
I-12121,19900704-0379,159.0
I-12121,19910803-0281,105.0
I-12122,19610301-0035,240.0
I-12122,19770905-0199,143.0
I-12122,19900704-0379,106.0
I-12122,19910303-0245,140.0
I-12123,19590109-0003,224.0
I-12123,19760323-0201,158.0
I-12123,19911026-0348,128.0
I-12123,19930130-0359,122.0
I-12124,19670622-0114,256.0
I-12124,19790526-0219,108.0
I-12124,19910909-0340,100.0
I-12124,19920724-0267,130.0
I-12125,19580826-0006,272.0
I-12125,19791210-0189,104.0
I-12125,19900416-0384,116.0
I-12126,19670315-0036,266.0
I-12126,19750130-0240,112.0
I-12126,19910408-0250,101.0
I-12126,19931222-0324,148.0
I-12126,19920715-0325,90.0
I-12127,19600803-0124,246.0
I-12127,19780215-0235,134.0
I-12127,19910528-0269,107.0
I-12128,19630212-0096,243.0
I-12128,19780409-0209,100.0
I-12128,19931222-0324,119.0
I-12128,19910103-0368,125.0
I-12129,19551112-0017,264.0
I-12129,19760902-0214,130.0
I-12129,19910123-0385,117.0
I-12129,19910730-0248,140.0
I-12129,19910430-0390,147.0
I-12130,19591024-0134,278.0
I-12130,19770922-0197,101.0
I-12130,19900830-0305,123.0
I-12131,19551006-0084,245.0
I-12131,19790106-0160,101.0
I-12131,19930205-0247,133.0
I-12131,19911222-0246,129.0
I-12131,19931028-0303,151.0
I-12132,19600503-0067,265.0
I-12132,19760106-0153,123.0
I-12132,19930421-0304,134.0
I-12133,19660422-0098,250.0
I-12133,19750322-0237,93.0
I-12133,19930906-0361,123.0
I-12134,19650225-0118,223.0
I-12134,19770502-0170,156.0
I-12134,19921231-0282,88.0
I-12134,19910519-0362,112.0
I-12134,19900803-0270,110.0
I-12135,19550419-0012,273.0
I-12135,19780409-0209,111.0
I-12135,19921130-0317,130.0
I-12135,19901114-0331,158.0
I-12135,19911030-0363,103.0
I-12136,19680210-0129,242.0
I-12136,19751003-0193,122.0
I-12136,19921020-0378,134.0
I-12137,19600924-0083,282.0
I-12137,19771213-0157,111.0
I-12137,19921130-0317,120.0
I-12137,19930808-0285,118.0
I-12138,19630509-0113,268.0
I-12138,19750518-0196,105.0
I-12138,19930130-0359,137.0
I-12138,19921121-0307,151.0
I-12139,19681204-0018,290.0
I-12139,19750309-0236,118.0
I-12139,19920421-0387,92.0
I-12139,19910610-0276,122.0
I-12140,19580816-0057,268.0
I-12140,19790106-0160,101.0
I-12140,19930401-0254,106.0
I-12140,19901114-0331,92.0
I-12141,19600803-0124,264.0
I-12141,19781013-0186,83.0
I-12141,19930401-0254,119.0
I-12142,19680624-0027,246.0
I-12142,19751003-0193,123.0
I-12142,19910607-0284,137.0
I-12142,19931020-0257,157.0
I-12142,19910609-0354,130.0
I-12143,19660326-0138,290.0
I-12143,19761126-0183,80.0
I-12143,19910926-0315,123.0
I-12143,19910512-0312,114.0
I-12144,19650814-0115,223.0
I-12144,19790214-0226,119.0
I-12144,19911223-0300,108.0
I-12144,19930719-0259,131.0
I-12145,19580724-0085,237.0
I-12145,19770721-0174,153.0
I-12145,19900924-0280,139.0
I-12145,19900216-0277,150.0
I-12146,19630224-0041,286.0
I-12146,19771213-0157,96.0
I-12146,19910123-0385,127.0
I-12147,19631203-0052,252.0
I-12147,19790714-0158,121.0
I-12147,19931011-0322,87.0
I-12147,19920715-0337,155.0
I-12148,19600219-0015,276.0
I-12148,19770913-0179,137.0
I-12148,19900223-0251,144.0
I-12148,19930124-0273,115.0
I-12149,19600803-0124,269.0
I-12149,19791228-0227,105.0
I-12149,19921121-0307,152.0
I-12149,19901026-0369,110.0
I-12149,19920101-0355,160.0
I-12150,19670320-0110,280.0
I-12150,19760101-0164,138.0
I-12150,19911223-0291,121.0
I-12150,19930926-0386,84.0
I-12151,19671219-0097,283.0
I-12151,19770922-0197,130.0
I-12151,19901025-0328,137.0
I-12151,19910610-0276,157.0
I-12151,19931108-0310,129.0
I-12152,19640910-0136,259.0
I-12152,19770502-0170,118.0
I-12152,19900719-0272,81.0
I-12152,19920723-0242,146.0
I-12152,19911030-0363,147.0
I-12153,19550828-0055,257.0
I-12153,19781121-0159,150.0
I-12153,19900506-0329,145.0
I-12153,19910730-0248,121.0
I-12154,19680807-0024,280.0
I-12154,19780814-0200,112.0
I-12154,19910412-0243,119.0
I-12155,19580320-0116,274.0
I-12155,19750813-0225,83.0
I-12155,19910721-0295,152.0
I-12156,19680216-0088,222.0
I-12156,19770721-0174,122.0
I-12156,19930528-0342,115.0
I-12156,19910227-0301,128.0
I-12156,19900830-0305,115.0
I-12157,19550711-0001,232.0
I-12157,19780326-0162,159.0
I-12157,19910213-0264,150.0
I-12157,19931205-0373,100.0
I-12157,19911222-0246,95.0
I-12158,19680730-0089,293.0
I-12158,19770619-0167,118.0
I-12158,19930409-0309,116.0
I-12158,19930131-0334,106.0
I-12158,19930406-0371,130.0
I-12159,19560407-0068,250.0
I-12159,19790714-0158,93.0
I-12159,19900309-0255,160.0
I-12159,19921130-0317,150.0
I-12160,19660308-0145,250.0
I-12160,19780513-0222,80.0
I-12160,19910519-0362,119.0
I-12160,19911030-0363,121.0
I-12161,19550928-0032,278.0
I-12161,19750220-0169,98.0
I-12161,19930811-0347,109.0
I-12162,19560807-0056,229.0
I-12162,19790714-0158,152.0
I-12162,19911121-0366,117.0
I-12162,19910213-0264,152.0
I-12162,19910123-0385,131.0
I-12163,19570730-0081,248.0
I-12163,19750330-0155,126.0
I-12163,19921013-0274,135.0
I-12163,19931205-0373,80.0
I-12163,19920715-0325,124.0
I-12164,19600315-0045,229.0
I-12164,19780713-0192,123.0
I-12164,19920921-0311,103.0
I-12164,19931209-0335,95.0
I-12165,19560823-0146,294.0
I-12165,19790214-0226,114.0
I-12165,19910528-0269,119.0
I-12165,19930628-0364,135.0
I-12165,19900924-0280,117.0
I-12166,19690729-0051,264.0
I-12166,19750322-0237,135.0
I-12166,19910819-0292,114.0
I-12166,19901126-0278,86.0
I-12166,19901110-0249,101.0
I-12167,19580330-0073,277.0
I-12167,19780603-0204,109.0
I-12167,19910803-0281,91.0
I-12168,19580922-0131,259.0
I-12168,19770619-0167,137.0
I-12168,19900521-0332,115.0
I-12168,19911121-0366,116.0
I-12169,19660326-0138,260.0
I-12169,19780103-0216,119.0
I-12169,19920418-0262,112.0
I-12170,19680813-0126,232.0
I-12170,19781230-0194,133.0
I-12170,19931028-0303,100.0
I-12171,19640308-0078,251.0
I-12171,19760101-0164,141.0
I-12171,19920803-0357,106.0
I-12171,19930904-0283,157.0
I-12171,19920902-0296,84.0
I-12172,19650109-0128,236.0
I-12172,19790510-0202,116.0
I-12172,19931028-0303,120.0
I-12172,19930906-0361,121.0
I-12172,19930130-0359,114.0
I-12173,19570327-0091,227.0
I-12173,19780210-0154,109.0
I-12173,19910408-0250,113.0
I-12173,19931124-0353,112.0
I-12174,19600219-0015,247.0
I-12174,19790106-0160,97.0
I-12174,19900216-0277,116.0
I-12174,19930904-0283,159.0
I-12175,19661101-0142,259.0
I-12175,19750811-0207,95.0
I-12175,19930808-0285,127.0
I-12175,19920310-0256,130.0
I-12176,19551209-0013,264.0
I-12176,19761124-0173,105.0
I-12176,19911222-0246,155.0
I-12177,19550305-0094,278.0
I-12177,19770905-0199,138.0
I-12177,19910702-0389,156.0
I-12177,19910609-0354,119.0
I-12178,19570408-0107,227.0
I-12178,19790227-0218,136.0
I-12178,19900515-0374,128.0
I-12178,19920902-0296,130.0
I-12179,19630705-0111,288.0
I-12179,19770421-0177,149.0
I-12179,19900719-0272,104.0
I-12179,19920418-0262,146.0
I-12180,19690906-0102,287.0
I-12180,19790227-0218,110.0
I-12180,19921013-0274,81.0
I-12180,19910512-0312,113.0
I-12180,19920428-0326,159.0
I-12181,19650728-0047,280.0
I-12181,19781121-0159,103.0
I-12181,19931124-0353,153.0
I-12181,19900506-0329,125.0
I-12182,19560407-0068,260.0
I-12182,19760910-0228,117.0
I-12182,19900228-0341,128.0
I-12182,19910430-0390,121.0
I-12183,19640810-0127,266.0
I-12183,19780103-0216,103.0
I-12183,19920902-0296,122.0
I-12183,19910609-0354,133.0
I-12183,19900705-0286,158.0
I-12184,19570303-0075,295.0
I-12184,19790129-0233,104.0
I-12184,19900924-0280,135.0
I-12184,19900924-0280,124.0
I-12185,19590109-0003,251.0
I-12185,19780326-0162,104.0
I-12185,19900228-0341,157.0
I-12186,19600924-0083,224.0
I-12186,19761215-0239,102.0
I-12186,19911021-0244,121.0
I-12186,19930719-0259,116.0
I-12187,19650728-0047,282.0
I-12187,19780210-0175,115.0
I-12187,19930906-0361,117.0
I-12188,19580320-0116,228.0
I-12188,19790813-0198,124.0
I-12188,19920924-0318,99.0
I-12188,19900719-0272,104.0
I-12189,19570727-0040,259.0
I-12189,19780210-0154,122.0
I-12189,19900416-0384,95.0
I-12190,19640114-0132,284.0
I-12190,19750425-0232,134.0
I-12190,19930401-0254,121.0
I-12191,19551209-0013,253.0
I-12191,19780814-0200,107.0
I-12191,19930820-0313,92.0
I-12191,19900515-0374,126.0
I-12191,19900416-0384,107.0
I-12192,19591120-0053,256.0
I-12192,19760902-0214,100.0
I-12192,19920527-0260,113.0
I-12193,19660329-0093,268.0
I-12193,19771115-0203,139.0
I-12193,19910111-0323,129.0
I-12193,19910620-0336,121.0
I-12193,19921013-0274,86.0
I-12194,19591120-0053,263.0
I-12194,19781230-0194,115.0
I-12194,19910412-0243,143.0
I-12194,19930913-0358,113.0
I-12195,19630219-0019,266.0
I-12195,19750425-0232,138.0
I-12195,19921230-0327,80.0
I-12196,19620221-0139,238.0
I-12196,19781230-0194,112.0
I-12196,19911021-0244,95.0
I-12196,19910819-0292,126.0
I-12197,19610502-0010,265.0
I-12197,19751128-0211,102.0
I-12197,19901114-0331,121.0
I-12197,19900705-0286,129.0
I-12197,19920408-0343,143.0
I-12198,19571206-0122,258.0
I-12198,19771104-0213,157.0
I-12198,19920310-0256,114.0
I-12198,19911008-0241,124.0
I-12198,19931108-0310,159.0
I-12199,19560123-0039,239.0
I-12199,19770219-0187,139.0
I-12199,19920902-0296,117.0
I-12200,19610427-0149,220.0
I-12200,19760323-0201,142.0
I-12200,19901221-0339,131.0
I-12201,19660217-0133,263.0
I-12201,19780513-0222,93.0
I-12201,19910607-0284,125.0
I-12202,19680813-0126,229.0
I-12202,19790129-0233,107.0
I-12202,19900216-0277,131.0
I-12202,19910207-0290,132.0
I-12202,19930505-0314,100.0
I-12203,19630402-0112,257.0
I-12203,19760411-0165,129.0
I-12203,19910123-0385,131.0
I-12203,19910803-0281,159.0
I-12204,19590728-0025,271.0
I-12204,19760411-0165,132.0
I-12204,19911223-0300,152.0
I-12204,19910111-0323,122.0
I-12204,19910413-0350,128.0
I-12205,19680624-0027,242.0
I-12205,19760404-0180,134.0
I-12205,19930528-0342,91.0
I-12206,19630402-0112,267.0
I-12206,19750425-0232,126.0
I-12206,19930131-0334,82.0
I-12206,19910610-0276,134.0
I-12206,19930401-0254,144.0
I-12207,19560725-0061,242.0
I-12207,19790227-0208,109.0
I-12207,19900803-0270,158.0
I-12208,19620207-0033,224.0
I-12208,19761107-0217,115.0
I-12208,19930618-0289,112.0
I-12209,19691216-0147,278.0
I-12209,19750813-0225,103.0
I-12209,19901114-0331,81.0
I-12209,19930913-0358,140.0
I-12209,19930218-0271,157.0
I-12210,19570327-0091,284.0
I-12210,19750322-0237,137.0
I-12210,19930607-0308,130.0
I-12211,19580621-0026,231.0
I-12211,19791225-0178,110.0
I-12211,19920310-0256,120.0
I-12211,19910123-0385,97.0
I-12211,19911106-0344,103.0
I-12212,19691216-0147,223.0
I-12212,19790618-0163,135.0
I-12212,19900521-0332,102.0
I-12212,19910904-0383,116.0
I-12213,19680307-0062,255.0
I-12213,19760101-0164,126.0
I-12213,19900309-0255,117.0
I-12213,19920909-0316,151.0
I-12213,19901221-0339,141.0
I-12214,19580526-0034,226.0
I-12214,19750813-0225,117.0
I-12214,19910819-0292,145.0
I-12215,19610427-0149,266.0
I-12215,19750130-0240,120.0
I-12215,19910113-0338,132.0
I-12215,19900521-0298,138.0
I-12216,19640301-0074,272.0
I-12216,19770905-0199,121.0
I-12216,19900521-0298,134.0
I-12217,19580526-0034,240.0
I-12217,19760424-0220,103.0
I-12217,19900216-0277,128.0
I-12217,19911121-0366,127.0
I-12218,19561223-0046,247.0
I-12218,19780814-0200,95.0
I-12218,19910219-0330,114.0
I-12219,19560102-0063,221.0
I-12219,19770721-0174,84.0
I-12219,19911026-0348,109.0
I-12219,19900228-0341,132.0
I-12220,19651129-0082,281.0
I-12220,19760910-0228,130.0
I-12220,19930505-0314,135.0
