courseCode,studyPeriod,academicYear,teacherID,hours,courseInstance
1737,2.0,2019-2020,19670827-0016,280.0,I-15810
1737,2.0,2019-2020,19790214-0226,100.0,I-15810
1737,2.0,2019-2020,19920803-0357,120.0,I-15810
1618,4.0,2019-2020,19640810-0127,240.0,I-15811
1618,4.0,2019-2020,19750426-0230,140.0,I-15811
1618,4.0,2019-2020,19920421-0387,140.0,I-15811
1618,4.0,2019-2020,19920715-0337,120.0,I-15811
1591,2.0,2019-2020,19660422-0098,240.0,I-15812
1591,2.0,2019-2020,19761023-0190,100.0,I-15812
1591,2.0,2019-2020,19900924-0280,140.0,I-15812
1548,1.0,2019-2020,19630523-0038,280.0,I-15813
1548,1.0,2019-2020,19750702-0234,120.0,I-15813
1548,1.0,2019-2020,19920921-0311,100.0,I-15813
1546,3.0,2019-2020,19570412-0099,280.0,I-15814
1546,3.0,2019-2020,19751107-0152,140.0,I-15814
1546,3.0,2019-2020,19930607-0308,140.0,I-15814
1503,1.0,2019-2020,19600315-0045,280.0,I-15815
1503,1.0,2019-2020,19780513-0222,140.0,I-15815
1503,1.0,2019-2020,19900830-0305,100.0,I-15815
1503,1.0,2019-2020,19900614-0263,140.0,I-15815
1500,3.0,2019-2020,19610502-0010,260.0,I-15816
1500,3.0,2019-2020,19780210-0154,140.0,I-15816
1500,3.0,2019-2020,19900228-0341,100.0,I-15816
1171,4.0,2019-2020,19550826-0076,240.0,I-15817
1171,4.0,2019-2020,19780409-0209,140.0,I-15817
1171,4.0,2019-2020,19930618-0289,140.0,I-15817
1123,4.0,2019-2020,19551209-0013,280.0,I-15818
1123,4.0,2019-2020,19771115-0203,100.0,I-15818
1123,4.0,2019-2020,19910430-0390,120.0,I-15818
1101,4.0,2019-2020,19691215-0071,240.0,I-15819
1101,4.0,2019-2020,19760210-0205,100.0,I-15819
1101,4.0,2019-2020,19910505-0351,120.0,I-15819
1101,4.0,2019-2020,19900228-0341,140.0,I-15819
1101,4.0,2019-2020,19900223-0251,100.0,I-15819
1054,3.0,2019-2020,19560307-0105,240.0,I-15820
1054,3.0,2019-2020,19760710-0210,100.0,I-15820
1054,3.0,2019-2020,19910412-0243,140.0,I-15820
1054,3.0,2019-2020,19901221-0339,120.0,I-15820
1006,1.0,2019-2020,19661101-0142,260.0,I-15821
1006,1.0,2019-2020,19770212-0168,100.0,I-15821
1006,1.0,2019-2020,19910207-0290,140.0,I-15821
1006,1.0,2019-2020,19931222-0324,120.0,I-15821
1006,1.0,2019-2020,19930205-0247,120.0,I-15821
1745,3.0,2020-2021,19670913-0054,240.0,I-15822
1745,3.0,2020-2021,19760404-0180,100.0,I-15822
1745,3.0,2020-2021,19930517-0365,100.0,I-15822
1745,3.0,2020-2021,19901110-0249,100.0,I-15822
1141,1.0,2020-2021,19680624-0027,240.0,I-15823
1141,1.0,2020-2021,19750309-0236,100.0,I-15823
1141,1.0,2020-2021,19920427-0252,120.0,I-15823
1141,1.0,2020-2021,19931011-0322,140.0,I-15823
1141,1.0,2020-2021,19920427-0252,100.0,I-15823
1805,4.0,2020-2021,19590109-0003,280.0,I-15824
1805,4.0,2020-2021,19750811-0207,140.0,I-15824
1805,4.0,2020-2021,19900815-0388,120.0,I-15824
1522,3.0,2020-2021,19610623-0072,260.0,I-15825
1522,3.0,2020-2021,19761023-0190,140.0,I-15825
1522,3.0,2020-2021,19931108-0310,140.0,I-15825
1974,3.0,2020-2021,19670622-0114,240.0,I-15826
1974,3.0,2020-2021,19780823-0221,100.0,I-15826
1974,3.0,2020-2021,19920921-0268,120.0,I-15826
1974,3.0,2020-2021,19900815-0388,140.0,I-15826
1974,3.0,2020-2021,19910607-0284,100.0,I-15826
1931,1.0,2020-2021,19651010-0130,260.0,I-15827
1931,1.0,2020-2021,19780103-0216,100.0,I-15827
1931,1.0,2020-2021,19900515-0374,120.0,I-15827
1931,1.0,2020-2021,19900223-0251,140.0,I-15827
1931,1.0,2020-2021,19930727-0258,140.0,I-15827
1840,3.0,2020-2021,19670320-0110,240.0,I-15828
1840,3.0,2020-2021,19770421-0176,140.0,I-15828
1840,3.0,2020-2021,19930811-0347,140.0,I-15828
1742,3.0,2020-2021,19631024-0087,240.0,I-15829
1742,3.0,2020-2021,19750425-0232,100.0,I-15829
1742,3.0,2020-2021,19930628-0364,140.0,I-15829
1448,1.0,2020-2021,19601207-0100,280.0,I-15830
1448,1.0,2020-2021,19780713-0192,120.0,I-15830
1448,1.0,2020-2021,19921020-0378,120.0,I-15830
1448,1.0,2020-2021,19901110-0249,120.0,I-15830
1448,1.0,2020-2021,19900416-0384,120.0,I-15830
1422,1.0,2020-2021,19641017-0004,280.0,I-15831
1422,1.0,2020-2021,19790227-0218,120.0,I-15831
1422,1.0,2020-2021,19910412-0243,140.0,I-15831
1422,1.0,2020-2021,19930913-0358,120.0,I-15831
1395,1.0,2020-2021,19600924-0083,280.0,I-15832
1395,1.0,2020-2021,19790727-0212,120.0,I-15832
1395,1.0,2020-2021,19910219-0330,140.0,I-15832
1191,2.0,2020-2021,19570303-0075,240.0,I-15833
1191,2.0,2020-2021,19761023-0190,100.0,I-15833
1191,2.0,2020-2021,19911030-0363,100.0,I-15833
1743,3.0,2021-2022,19680313-0150,240.0,I-15834
1743,3.0,2021-2022,19770219-0187,100.0,I-15834
1743,3.0,2021-2022,19931212-0293,100.0,I-15834
1278,3.0,2021-2022,19550720-0008,280.0,I-15835
1278,3.0,2021-2022,19761215-0239,140.0,I-15835
1278,3.0,2021-2022,19901126-0278,120.0,I-15835
1374,3.0,2021-2022,19680624-0027,260.0,I-15836
1374,3.0,2021-2022,19750701-0238,120.0,I-15836
1374,3.0,2021-2022,19910123-0385,100.0,I-15836
1374,3.0,2021-2022,19911030-0363,140.0,I-15836
1265,4.0,2021-2022,19660308-0145,240.0,I-15837
1265,4.0,2021-2022,19750615-0231,100.0,I-15837
1265,4.0,2021-2022,19901109-0288,120.0,I-15837
1166,4.0,2021-2022,19590811-0058,240.0,I-15838
1166,4.0,2021-2022,19770310-0188,140.0,I-15838
1166,4.0,2021-2022,19921222-0299,100.0,I-15838
1005,4.0,2021-2022,19640308-0078,260.0,I-15839
1005,4.0,2021-2022,19750615-0231,120.0,I-15839
1005,4.0,2021-2022,19900515-0374,120.0,I-15839
1942,1.0,2021-2022,19600208-0140,260.0,I-15840
1942,1.0,2021-2022,19790813-0198,140.0,I-15840
1942,1.0,2021-2022,19910123-0385,120.0,I-15840
1928,3.0,2021-2022,19600208-0140,260.0,I-15841
1928,3.0,2021-2022,19760902-0214,140.0,I-15841
1928,3.0,2021-2022,19910103-0368,120.0,I-15841
1928,3.0,2021-2022,19930509-0345,120.0,I-15841
1928,3.0,2021-2022,19931216-0360,120.0,I-15841
1832,3.0,2021-2022,19570315-0106,260.0,I-15842
1832,3.0,2021-2022,19771104-0213,120.0,I-15842
1832,3.0,2021-2022,19920310-0256,120.0,I-15842
1832,3.0,2021-2022,19910904-0383,140.0,I-15842
1832,3.0,2021-2022,19930409-0309,120.0,I-15842
1705,3.0,2021-2022,19561109-0064,260.0,I-15843
1705,3.0,2021-2022,19780513-0222,100.0,I-15843
1705,3.0,2021-2022,19931205-0373,120.0,I-15843
1705,3.0,2021-2022,19920421-0387,140.0,I-15843
1700,1.0,2021-2022,19580526-0034,280.0,I-15844
1700,1.0,2021-2022,19770502-0170,100.0,I-15844
1700,1.0,2021-2022,19930719-0259,100.0,I-15844
1700,1.0,2021-2022,19931028-0303,120.0,I-15844
1684,2.0,2021-2022,19680624-0027,260.0,I-15845
1684,2.0,2021-2022,19781125-0171,120.0,I-15845
1684,2.0,2021-2022,19910103-0368,140.0,I-15845
1644,2.0,2021-2022,19630716-0117,260.0,I-15846
1644,2.0,2021-2022,19750701-0238,120.0,I-15846
1644,2.0,2021-2022,19920127-0376,120.0,I-15846
1644,2.0,2021-2022,19930618-0289,120.0,I-15846
1644,2.0,2021-2022,19911030-0363,120.0,I-15846
1640,4.0,2021-2022,19561109-0064,260.0,I-15847
1640,4.0,2021-2022,19770502-0170,140.0,I-15847
1640,4.0,2021-2022,19911223-0300,100.0,I-15847
1640,4.0,2021-2022,19920921-0268,100.0,I-15847
1640,4.0,2021-2022,19910219-0330,140.0,I-15847
1590,2.0,2021-2022,19560102-0063,260.0,I-15848
1590,2.0,2021-2022,19781121-0159,100.0,I-15848
1590,2.0,2021-2022,19910412-0243,120.0,I-15848
1409,4.0,2021-2022,19570727-0040,240.0,I-15849
1409,4.0,2021-2022,19750813-0225,120.0,I-15849
1409,4.0,2021-2022,19900228-0341,140.0,I-15849
1409,4.0,2021-2022,19910608-0275,140.0,I-15849
1348,4.0,2021-2022,19600610-0049,240.0,I-15850
1348,4.0,2021-2022,19780814-0200,140.0,I-15850
1348,4.0,2021-2022,19900924-0280,120.0,I-15850
1348,4.0,2021-2022,19930218-0271,140.0,I-15850
1273,3.0,2021-2022,19570730-0081,260.0,I-15851
1273,3.0,2021-2022,19791210-0189,100.0,I-15851
1273,3.0,2021-2022,19911016-0297,120.0,I-15851
1178,3.0,2021-2022,19681204-0018,260.0,I-15852
1178,3.0,2021-2022,19770905-0199,140.0,I-15852
1178,3.0,2021-2022,19921020-0378,140.0,I-15852
1178,3.0,2021-2022,19920727-0356,120.0,I-15852
1178,3.0,2021-2022,19910607-0284,120.0,I-15852
1115,3.0,2021-2022,19680307-0062,240.0,I-15853
1115,3.0,2021-2022,19780210-0154,140.0,I-15853
1115,3.0,2021-2022,19930205-0247,120.0,I-15853
1115,3.0,2021-2022,19931124-0353,120.0,I-15853
1115,3.0,2021-2022,19900704-0379,100.0,I-15853
1106,4.0,2021-2022,19671219-0097,280.0,I-15854
1106,4.0,2021-2022,19750813-0225,100.0,I-15854
1106,4.0,2021-2022,19910909-0340,120.0,I-15854
1010,2.0,2021-2022,19600803-0124,260.0,I-15855
1010,2.0,2021-2022,19750518-0196,120.0,I-15855
1010,2.0,2021-2022,19911222-0246,120.0,I-15855
1010,2.0,2021-2022,19900830-0305,100.0,I-15855
1010,2.0,2021-2022,19900719-0272,100.0,I-15855
1843,1.0,2022-2023,19670622-0114,280.0,I-15856
1843,1.0,2022-2023,19761107-0217,120.0,I-15856
1843,1.0,2022-2023,19920715-0337,100.0,I-15856
1160,1.0,2022-2023,19580526-0034,280.0,I-15857
1160,1.0,2022-2023,19771011-0195,120.0,I-15857
1160,1.0,2022-2023,19900521-0298,100.0,I-15857
1160,1.0,2022-2023,19910430-0390,140.0,I-15857
1160,1.0,2022-2023,19930820-0313,140.0,I-15857
1855,1.0,2022-2023,19580922-0131,280.0,I-15858
1855,1.0,2022-2023,19761126-0183,140.0,I-15858
1855,1.0,2022-2023,19921222-0299,140.0,I-15858
1855,1.0,2022-2023,19910607-0284,120.0,I-15858
1855,1.0,2022-2023,19930505-0314,140.0,I-15858
1484,3.0,2022-2023,19630509-0113,260.0,I-15859
1484,3.0,2022-2023,19750518-0196,120.0,I-15859
1484,3.0,2022-2023,19901025-0328,140.0,I-15859
1441,2.0,2022-2023,19660329-0093,240.0,I-15860
1441,2.0,2022-2023,19790903-0229,120.0,I-15860
1441,2.0,2022-2023,19921130-0317,120.0,I-15860
1441,2.0,2022-2023,19920727-0356,100.0,I-15860
1434,1.0,2022-2023,19561112-0009,240.0,I-15861
1434,1.0,2022-2023,19790813-0198,140.0,I-15861
1434,1.0,2022-2023,19921013-0372,120.0,I-15861
1434,1.0,2022-2023,19931205-0373,100.0,I-15861
1434,1.0,2022-2023,19920508-0370,140.0,I-15861
1350,4.0,2022-2023,19600415-0028,240.0,I-15862
1350,4.0,2022-2023,19750813-0225,100.0,I-15862
1350,4.0,2022-2023,19911222-0246,100.0,I-15862
1350,4.0,2022-2023,19921130-0317,120.0,I-15862
1351,3.0,2022-2023,19640407-0101,260.0,I-15863
1351,3.0,2022-2023,19790526-0219,120.0,I-15863
1351,3.0,2022-2023,19920430-0253,120.0,I-15863
1351,3.0,2022-2023,19921020-0378,120.0,I-15863
1989,3.0,2022-2023,19630224-0041,260.0,I-15864
1989,3.0,2022-2023,19750426-0230,120.0,I-15864
1989,3.0,2022-2023,19930509-0345,100.0,I-15864
1989,3.0,2022-2023,19910227-0301,140.0,I-15864
1692,1.0,2022-2023,19670315-0036,260.0,I-15865
1692,1.0,2022-2023,19750425-0232,140.0,I-15865
1692,1.0,2022-2023,19910702-0389,140.0,I-15865
1692,1.0,2022-2023,19931124-0353,120.0,I-15865
1692,1.0,2022-2023,19920421-0387,120.0,I-15865
1661,4.0,2022-2023,19640131-0002,240.0,I-15866
1661,4.0,2022-2023,19750813-0225,100.0,I-15866
1661,4.0,2022-2023,19910412-0243,140.0,I-15866
1661,4.0,2022-2023,19900228-0341,100.0,I-15866
1661,4.0,2022-2023,19911222-0246,100.0,I-15866
1636,4.0,2022-2023,19620228-0042,260.0,I-15867
1636,4.0,2022-2023,19781125-0171,140.0,I-15867
1636,4.0,2022-2023,19920924-0318,140.0,I-15867
1364,1.0,2022-2023,19630509-0113,260.0,I-15868
1364,1.0,2022-2023,19771115-0203,120.0,I-15868
1364,1.0,2022-2023,19920924-0318,140.0,I-15868
1364,1.0,2022-2023,19920403-0319,120.0,I-15868
1360,2.0,2022-2023,19631203-0052,260.0,I-15869
1360,2.0,2022-2023,19761023-0190,100.0,I-15869
1360,2.0,2022-2023,19921130-0317,140.0,I-15869
1360,2.0,2022-2023,19920727-0356,100.0,I-15869
1360,2.0,2022-2023,19921130-0317,140.0,I-15869
1315,1.0,2022-2023,19560307-0105,280.0,I-15870
1315,1.0,2022-2023,19771104-0213,120.0,I-15870
1315,1.0,2022-2023,19930607-0308,140.0,I-15870
1315,1.0,2022-2023,19930913-0358,100.0,I-15870
1185,2.0,2022-2023,19600415-0028,280.0,I-15871
1185,2.0,2022-2023,19790129-0233,120.0,I-15871
1185,2.0,2022-2023,19910926-0315,140.0,I-15871
1185,2.0,2022-2023,19930906-0361,100.0,I-15871
1136,1.0,2022-2023,19550512-0123,240.0,I-15872
1136,1.0,2022-2023,19790129-0233,100.0,I-15872
1136,1.0,2022-2023,19930906-0361,140.0,I-15872
1109,3.0,2022-2023,19681130-0059,240.0,I-15873
1109,3.0,2022-2023,19780823-0221,140.0,I-15873
1109,3.0,2022-2023,19931020-0257,100.0,I-15873
1109,3.0,2022-2023,19910227-0301,100.0,I-15873
1009,2.0,2022-2023,19680216-0088,240.0,I-15874
1009,2.0,2022-2023,19770703-0166,120.0,I-15874
1009,2.0,2022-2023,19921114-0377,120.0,I-15874
1009,2.0,2022-2023,19920723-0242,120.0,I-15874
1010,3.0,2022-2023,19560228-0121,240.0,I-15875
1010,3.0,2022-2023,19750130-0240,120.0,I-15875
1010,3.0,2022-2023,19930607-0308,120.0,I-15875
1010,3.0,2022-2023,19910413-0350,140.0,I-15875
1720,3.0,2023-2024,19600610-0049,260.0,I-15876
1720,3.0,2023-2024,19760323-0201,140.0,I-15876
1720,3.0,2023-2024,19910620-0336,100.0,I-15876
1720,3.0,2023-2024,19910113-0338,120.0,I-15876
1720,3.0,2023-2024,19920430-0253,120.0,I-15876
1317,3.0,2023-2024,19580816-0057,260.0,I-15877
1317,3.0,2023-2024,19790227-0208,140.0,I-15877
1317,3.0,2023-2024,19930926-0386,120.0,I-15877
1317,3.0,2023-2024,19910227-0301,140.0,I-15877
1317,3.0,2023-2024,19920310-0256,120.0,I-15877
1992,2.0,2023-2024,19590109-0003,280.0,I-15878
1992,2.0,2023-2024,19750130-0240,100.0,I-15878
1992,2.0,2023-2024,19931028-0303,140.0,I-15878
1992,2.0,2023-2024,19920101-0355,120.0,I-15878
1486,3.0,2023-2024,19631203-0052,260.0,I-15879
1486,3.0,2023-2024,19770421-0176,100.0,I-15879
1486,3.0,2023-2024,19920101-0355,140.0,I-15879
1385,1.0,2023-2024,19590109-0003,280.0,I-15880
1385,1.0,2023-2024,19750309-0236,120.0,I-15880
1385,1.0,2023-2024,19900705-0286,100.0,I-15880
1385,1.0,2023-2024,19930401-0254,100.0,I-15880
1246,2.0,2023-2024,19631213-0144,280.0,I-15881
1246,2.0,2023-2024,19790227-0218,120.0,I-15881
1246,2.0,2023-2024,19920418-0262,100.0,I-15881
1246,2.0,2023-2024,19900614-0263,140.0,I-15881
1246,2.0,2023-2024,19920618-0375,140.0,I-15881
1985,4.0,2023-2024,19640810-0127,240.0,I-15882
1985,4.0,2023-2024,19761107-0217,140.0,I-15882
1985,4.0,2023-2024,19930618-0289,140.0,I-15882
1985,4.0,2023-2024,19930904-0283,140.0,I-15882
1976,1.0,2023-2024,19600630-0020,280.0,I-15883
1976,1.0,2023-2024,19750322-0237,100.0,I-15883
1976,1.0,2023-2024,19921013-0274,120.0,I-15883
1976,1.0,2023-2024,19910620-0336,120.0,I-15883
1789,1.0,2023-2024,19600315-0045,280.0,I-15884
1789,1.0,2023-2024,19790903-0229,140.0,I-15884
1789,1.0,2023-2024,19920618-0375,120.0,I-15884
1789,1.0,2023-2024,19910430-0390,140.0,I-15884
1780,4.0,2023-2024,19600630-0020,240.0,I-15885
1780,4.0,2023-2024,19750813-0225,100.0,I-15885
1780,4.0,2023-2024,19921013-0372,100.0,I-15885
1780,4.0,2023-2024,19930628-0364,100.0,I-15885
1581,3.0,2023-2024,19691216-0147,260.0,I-15886
1581,3.0,2023-2024,19750811-0207,120.0,I-15886
1581,3.0,2023-2024,19920723-0242,140.0,I-15886
1581,3.0,2023-2024,19921130-0317,100.0,I-15886
1581,3.0,2023-2024,19930618-0289,140.0,I-15886
1428,3.0,2023-2024,19681130-0059,260.0,I-15887
1428,3.0,2023-2024,19760404-0180,120.0,I-15887
1428,3.0,2023-2024,19921231-0282,120.0,I-15887
1202,3.0,2023-2024,19660329-0093,280.0,I-15888
1202,3.0,2023-2024,19750426-0230,140.0,I-15888
1202,3.0,2023-2024,19930409-0321,100.0,I-15888
1168,3.0,2023-2024,19580621-0026,280.0,I-15889
1168,3.0,2023-2024,19751014-0191,120.0,I-15889
1168,3.0,2023-2024,19901025-0328,100.0,I-15889
1107,1.0,2023-2024,19631203-0052,260.0,I-15890
1107,1.0,2023-2024,19750518-0196,120.0,I-15890
1107,1.0,2023-2024,19920531-0346,100.0,I-15890
1107,1.0,2023-2024,19910608-0275,140.0,I-15890
1107,1.0,2023-2024,19920909-0316,120.0,I-15890
1042,3.0,2023-2024,19681204-0018,260.0,I-15891
1042,3.0,2023-2024,19760910-0228,120.0,I-15891
1042,3.0,2023-2024,19931011-0322,120.0,I-15891
1657,2.0,2024-2025,19551224-0080,280.0,I-15892
1657,2.0,2024-2025,19770619-0167,100.0,I-15892
1657,2.0,2024-2025,19920127-0376,140.0,I-15892
1657,2.0,2024-2025,19900803-0270,140.0,I-15892
1657,2.0,2024-2025,19920531-0346,100.0,I-15892
1390,1.0,2024-2025,19630705-0111,280.0,I-15893
1390,1.0,2024-2025,19780321-0151,120.0,I-15893
1390,1.0,2024-2025,19920527-0260,120.0,I-15893
1390,1.0,2024-2025,19930618-0289,100.0,I-15893
1390,1.0,2024-2025,19920418-0262,140.0,I-15893
1961,4.0,2024-2025,19601109-0066,240.0,I-15894
1961,4.0,2024-2025,19790711-0182,100.0,I-15894
1961,4.0,2024-2025,19920618-0375,120.0,I-15894
1961,4.0,2024-2025,19910103-0368,100.0,I-15894
1461,4.0,2024-2025,19580922-0131,280.0,I-15895
1461,4.0,2024-2025,19761023-0190,120.0,I-15895
1461,4.0,2024-2025,19910730-0248,140.0,I-15895
1410,3.0,2024-2025,19620207-0033,260.0,I-15896
1410,3.0,2024-2025,19760424-0220,140.0,I-15896
1410,3.0,2024-2025,19900830-0305,100.0,I-15896
1376,1.0,2024-2025,19560307-0105,240.0,I-15897
1376,1.0,2024-2025,19761126-0183,100.0,I-15897
1376,1.0,2024-2025,19910219-0330,140.0,I-15897
1376,1.0,2024-2025,19900228-0341,100.0,I-15897
1194,2.0,2024-2025,19630402-0112,240.0,I-15898
1194,2.0,2024-2025,19780326-0162,120.0,I-15898
1194,2.0,2024-2025,19920715-0325,140.0,I-15898
1925,1.0,2024-2025,19560607-0120,280.0,I-15899
1925,1.0,2024-2025,19770310-0188,140.0,I-15899
1925,1.0,2024-2025,19900830-0305,100.0,I-15899
1890,2.0,2024-2025,19680813-0126,280.0,I-15900
1890,2.0,2024-2025,19750702-0234,100.0,I-15900
1890,2.0,2024-2025,19920427-0252,120.0,I-15900
1858,2.0,2024-2025,19570730-0081,280.0,I-15901
1858,2.0,2024-2025,19761126-0183,120.0,I-15901
1858,2.0,2024-2025,19930719-0259,100.0,I-15901
1858,2.0,2024-2025,19910207-0290,100.0,I-15901
1807,3.0,2024-2025,19551224-0080,280.0,I-15902
1807,3.0,2024-2025,19751003-0193,140.0,I-15902
1807,3.0,2024-2025,19930913-0358,140.0,I-15902
1759,4.0,2024-2025,19630523-0038,240.0,I-15903
1759,4.0,2024-2025,19770913-0179,100.0,I-15903
1759,4.0,2024-2025,19900202-0287,120.0,I-15903
1619,1.0,2024-2025,19650728-0047,280.0,I-15904
1619,1.0,2024-2025,19750319-0156,100.0,I-15904
1619,1.0,2024-2025,19920428-0326,140.0,I-15904
1602,4.0,2024-2025,19681228-0077,260.0,I-15905
1602,4.0,2024-2025,19780210-0175,100.0,I-15905
1602,4.0,2024-2025,19921121-0307,140.0,I-15905
1602,4.0,2024-2025,19920924-0318,140.0,I-15905
1503,4.0,2024-2025,19561112-0009,240.0,I-15906
1503,4.0,2024-2025,19770703-0166,120.0,I-15906
1503,4.0,2024-2025,19920512-0320,120.0,I-15906
1503,4.0,2024-2025,19901026-0369,100.0,I-15906
1503,4.0,2024-2025,19930528-0342,100.0,I-15906
1460,2.0,2024-2025,19670827-0016,260.0,I-15907
1460,2.0,2024-2025,19790129-0233,120.0,I-15907
1460,2.0,2024-2025,19931205-0373,120.0,I-15907
1460,2.0,2024-2025,19930409-0321,120.0,I-15907
1429,3.0,2024-2025,19651129-0082,240.0,I-15908
1429,3.0,2024-2025,19770212-0168,100.0,I-15908
1429,3.0,2024-2025,19930727-0258,120.0,I-15908
1298,2.0,2024-2025,19640621-0023,280.0,I-15909
1298,2.0,2024-2025,19760411-0165,140.0,I-15909
1298,2.0,2024-2025,19931020-0257,100.0,I-15909
1298,2.0,2024-2025,19931011-0322,140.0,I-15909
1287,2.0,2024-2025,19620221-0139,280.0,I-15910
1287,2.0,2024-2025,19750701-0238,140.0,I-15910
1287,2.0,2024-2025,19910721-0295,140.0,I-15910
1287,2.0,2024-2025,19930130-0359,120.0,I-15910
1233,1.0,2024-2025,19581008-0048,280.0,I-15911
1233,1.0,2024-2025,19770215-0185,100.0,I-15911
1233,1.0,2024-2025,19930401-0254,120.0,I-15911
1233,1.0,2024-2025,19921020-0378,120.0,I-15911
1197,1.0,2024-2025,19600803-0124,260.0,I-15912
1197,1.0,2024-2025,19790711-0182,120.0,I-15912
1197,1.0,2024-2025,19920803-0357,120.0,I-15912
1197,1.0,2024-2025,19910408-0250,100.0,I-15912
1197,1.0,2024-2025,19930501-0333,120.0,I-15912
1029,4.0,2024-2025,19581008-0048,260.0,I-15913
1029,4.0,2024-2025,19760902-0214,100.0,I-15913
1029,4.0,2024-2025,19901109-0288,100.0,I-15913
1029,4.0,2024-2025,19920403-0319,140.0,I-15913
1561,3.0,2025-2026,19570727-0040,260.0,I-15914
1561,3.0,2025-2026,19780326-0162,120.0,I-15914
1561,3.0,2025-2026,19920218-0266,120.0,I-15914
1561,3.0,2025-2026,19930505-0314,140.0,I-15914
1561,3.0,2025-2026,19910607-0284,120.0,I-15914
1435,1.0,2025-2026,19610904-0043,260.0,I-15915
1435,1.0,2025-2026,19750813-0225,120.0,I-15915
1435,1.0,2025-2026,19901110-0249,120.0,I-15915
1435,1.0,2025-2026,19931028-0303,140.0,I-15915
1435,1.0,2025-2026,19920430-0253,120.0,I-15915
1325,2.0,2025-2026,19560407-0068,240.0,I-15916
1325,2.0,2025-2026,19790526-0219,140.0,I-15916
1325,2.0,2025-2026,19931011-0322,140.0,I-15916
1325,2.0,2025-2026,19920127-0376,100.0,I-15916
1314,1.0,2025-2026,19651010-0130,280.0,I-15917
1314,1.0,2025-2026,19750730-0223,100.0,I-15917
1314,1.0,2025-2026,19910103-0368,100.0,I-15917
1314,1.0,2025-2026,19920421-0387,140.0,I-15917
1314,1.0,2025-2026,19920403-0319,120.0,I-15917
1295,4.0,2025-2026,19600208-0140,240.0,I-15918
1295,4.0,2025-2026,19790618-0163,140.0,I-15918
1295,4.0,2025-2026,19920727-0356,120.0,I-15918
1100,2.0,2025-2026,19631203-0052,280.0,I-15919
1100,2.0,2025-2026,19790714-0158,140.0,I-15919
1100,2.0,2025-2026,19921230-0327,120.0,I-15919
1100,2.0,2025-2026,19920527-0260,140.0,I-15919
1100,2.0,2025-2026,19920418-0262,140.0,I-15919
1840,1.0,2025-2026,19561109-0064,260.0,I-15920
1840,1.0,2025-2026,19770721-0174,100.0,I-15920
1840,1.0,2025-2026,19921225-0352,120.0,I-15920
1794,2.0,2025-2026,19600610-0049,240.0,I-15921
1794,2.0,2025-2026,19771213-0157,100.0,I-15921
1794,2.0,2025-2026,19900704-0379,140.0,I-15921
1794,2.0,2025-2026,19910608-0275,120.0,I-15921
1794,2.0,2025-2026,19920403-0319,120.0,I-15921
1759,3.0,2025-2026,19691215-0071,280.0,I-15922
1759,3.0,2025-2026,19780409-0209,120.0,I-15922
1759,3.0,2025-2026,19900614-0263,120.0,I-15922
1759,3.0,2025-2026,19930719-0259,120.0,I-15922
1759,3.0,2025-2026,19920715-0325,120.0,I-15922
1696,3.0,2025-2026,19640407-0101,240.0,I-15923
1696,3.0,2025-2026,19780814-0200,120.0,I-15923
1696,3.0,2025-2026,19930808-0285,140.0,I-15923
1696,3.0,2025-2026,19900506-0329,120.0,I-15923
1696,3.0,2025-2026,19911222-0246,140.0,I-15923
1478,1.0,2025-2026,19670320-0110,280.0,I-15924
1478,1.0,2025-2026,19770421-0176,100.0,I-15924
1478,1.0,2025-2026,19911223-0300,140.0,I-15924
1478,1.0,2025-2026,19920316-0381,100.0,I-15924
1401,1.0,2025-2026,19551224-0080,240.0,I-15925
1401,1.0,2025-2026,19790106-0160,120.0,I-15925
1401,1.0,2025-2026,19920316-0381,100.0,I-15925
1401,1.0,2025-2026,19900521-0332,120.0,I-15925
1374,3.0,2025-2026,19680807-0024,280.0,I-15926
1374,3.0,2025-2026,19790129-0233,140.0,I-15926
1374,3.0,2025-2026,19930618-0289,140.0,I-15926
1374,3.0,2025-2026,19930409-0309,140.0,I-15926
1084,1.0,2025-2026,19580330-0073,240.0,I-15927
1084,1.0,2025-2026,19780513-0222,120.0,I-15927
1084,1.0,2025-2026,19900508-0265,140.0,I-15927
1998,4.0,2026-2027,19570408-0107,240.0,I-15928
1998,4.0,2026-2027,19790106-0160,120.0,I-15928
1998,4.0,2026-2027,19921121-0307,140.0,I-15928
1998,4.0,2026-2027,19900515-0374,100.0,I-15928
1227,1.0,2026-2027,19691215-0071,240.0,I-15929
1227,1.0,2026-2027,19780103-0216,100.0,I-15929
1227,1.0,2026-2027,19910413-0350,120.0,I-15929
1227,1.0,2026-2027,19931028-0303,120.0,I-15929
1776,2.0,2026-2027,19580724-0085,280.0,I-15930
1776,2.0,2026-2027,19750702-0234,100.0,I-15930
1776,2.0,2026-2027,19920421-0387,140.0,I-15930
1776,2.0,2026-2027,19930906-0361,120.0,I-15930
1776,2.0,2026-2027,19920101-0355,140.0,I-15930
1020,2.0,2026-2027,19640910-0136,260.0,I-15931
1020,2.0,2026-2027,19770310-0188,140.0,I-15931
1020,2.0,2026-2027,19900223-0251,120.0,I-15931
1920,3.0,2026-2027,19600219-0015,240.0,I-15932
1920,3.0,2026-2027,19770421-0177,100.0,I-15932
